order_id,customer_id,amount,status,created_at
152,137,20.14,refunded,2025-10-04 00:00:00
153,23,106.03,shipped,2025-10-04 00:00:00
154,227,19.36,shipped,2025-10-05 00:00:00
155,142,26.31,refunded,2025-10-07 00:00:00
156,103,200.36,shipped,2025-10-09 00:00:00
157,98,39.59,shipped,2025-10-13 00:00:00
158,92,71.36,shipped,2025-10-14 00:00:00
159,72,152.34,shipped,2025-10-14 00:00:00
160,199,33.77,shipped,2025-10-15 00:00:00
161,77,82.95,shipped,2025-10-15 00:00:00
162,7,103.2,cancelled,2025-10-15 00:00:00
163,74,30.41,placed,2025-10-16 00:00:00
164,59,21.9,shipped,2025-10-16 00:00:00
165,61,23.24,shipped,2025-10-16 00:00:00
166,176,60.48,shipped,2025-10-17 00:00:00
167,5,44.29,placed,2025-10-18 00:00:00
168,88,78.35,shipped,2025-10-18 00:00:00
169,174,37.94,cancelled,2025-10-18 00:00:00
170,95,183.37,shipped,2025-10-20 00:00:00
171,94,15.31,refunded,2025-10-22 00:00:00
172,127,27.47,cancelled,2025-10-23 00:00:00
173,127,130.22,shipped,2025-10-23 00:00:00
174,137,46.58,shipped,2025-10-24 00:00:00
175,170,51.94,placed,2025-10-25 00:00:00
176,7,89.17,refunded,2025-10-26 00:00:00
177,85,11.59,refunded,2025-10-26 00:00:00
178,157,23.73,refunded,2025-10-27 00:00:00
179,35,17.31,shipped,2025-10-27 00:00:00
180,157,48.08,shipped,2025-10-27 00:00:00
181,239,41.73,refunded,2025-10-27 00:00:00
182,163,33.77,shipped,2025-10-28 00:00:00
183,127,34.88,placed,2025-10-29 00:00:00
184,24,55.63,shipped,2025-10-30 00:00:00
185,64,32.08,shipped,2025-10-31 00:00:00
186,227,47.86,refunded,2025-10-31 00:00:00
187,122,20.09,cancelled,2025-10-31 00:00:00
188,198,42.7,placed,2025-10-31 00:00:00
189,42,153.27,cancelled,2025-11-01 00:00:00
190,152,46.49,shipped,2025-11-01 00:00:00
191,112,80.23,shipped,2025-11-01 00:00:00
192,90,18.84,shipped,2025-11-01 00:00:00
193,35,87.5,placed,2025-11-02 00:00:00
194,160,72.02,shipped,2025-11-03 00:00:00
195,96,195.39,refunded,2025-11-04 00:00:00
196,188,47.37,cancelled,2025-11-06 00:00:00
197,155,75.32,shipped,2025-11-06 00:00:00
198,79,89.61,placed,2025-11-07 00:00:00
199,72,63.03,shipped,2025-11-07 00:00:00
200,31,31.98,refunded,2025-11-08 00:00:00
201,95,68.39,placed,2025-11-08 00:00:00
202,98,149.95,shipped,2025-11-11 00:00:00
203,152,15.93,refunded,2025-11-12 00:00:00
204,77,15.58,shipped,2025-11-12 00:00:00
205,30,99.75,shipped,2025-11-13 00:00:00
206,174,147.15,shipped,2025-11-13 00:00:00
207,24,57.68,placed,2025-11-13 00:00:00
208,50,34.64,shipped,2025-11-13 00:00:00
209,198,28.89,placed,2025-11-15 00:00:00
210,163,170.98,shipped,2025-11-16 00:00:00
211,211,24.54,shipped,2025-11-17 00:00:00
212,160,59.81,shipped,2025-11-17 00:00:00
213,188,55.92,shipped,2025-11-18 00:00:00
214,216,15.42,shipped,2025-11-19 00:00:00
215,24,21.34,refunded,2025-11-19 00:00:00
216,145,26.15,shipped,2025-11-21 00:00:00
217,77,17.01,shipped,2025-11-21 00:00:00
218,170,48.7,shipped,2025-11-26 00:00:00
219,190,51.64,shipped,2025-11-27 00:00:00
220,160,19.16,placed,2025-11-29 00:00:00
221,96,42.08,shipped,2025-11-30 00:00:00
222,90,38.16,refunded,2025-12-02 00:00:00
223,103,45.62,shipped,2025-12-03 00:00:00
224,227,76.59,refunded,2025-12-05 00:00:00
225,23,46.0,shipped,2025-12-07 00:00:00
226,163,40.64,shipped,2025-12-08 00:00:00
227,64,67.37,shipped,2025-12-08 00:00:00
228,96,85.68,shipped,2025-12-11 00:00:00
229,94,143.97,cancelled,2025-12-11 00:00:00
230,94,154.93,shipped,2025-12-11 00:00:00
231,98,174.57,shipped,2025-12-12 00:00:00
232,95,43.71,shipped,2025-12-12 00:00:00
233,9,52.72,shipped,2025-12-13 00:00:00
234,233,161.55,cancelled,2025-12-13 00:00:00
235,226,26.26,cancelled,2025-12-13 00:00:00
236,56,38.02,shipped,2025-12-13 00:00:00
237,231,66.26,placed,2025-12-13 00:00:00
238,111,50.03,refunded,2025-12-13 00:00:00
239,90,58.04,shipped,2025-12-13 00:00:00
240,155,54.99,placed,2025-12-13 00:00:00
241,155,45.25,shipped,2025-12-13 00:00:00
242,63,64.29,shipped,2025-12-14 00:00:00
243,49,182.09,shipped,2025-12-14 00:00:00
244,185,85.68,cancelled,2025-12-14 00:00:00
245,221,81.91,cancelled,2025-12-14 00:00:00
246,201,27.54,shipped,2025-12-14 00:00:00
247,226,41.47,shipped,2025-12-14 00:00:00
248,57,39.69,shipped,2025-12-14 00:00:00
249,123,78.29,cancelled,2025-12-14 00:00:00
250,94,67.08,cancelled,2025-12-14 00:00:00
251,182,31.52,placed,2025-12-14 00:00:00
252,127,47.72,shipped,2025-12-15 00:00:00
253,160,42.32,shipped,2025-12-15 00:00:00
254,212,49.9,placed,2025-12-15 00:00:00
255,233,34.58,refunded,2025-12-15 00:00:00
256,225,52.03,cancelled,2025-12-15 00:00:00
257,52,47.61,refunded,2025-12-15 00:00:00
258,158,31.04,shipped,2025-12-15 00:00:00
259,172,28.18,shipped,2025-12-15 00:00:00
260,52,69.94,shipped,2025-12-16 00:00:00
261,89,36.47,shipped,2025-12-16 00:00:00
262,231,42.8,cancelled,2025-12-16 00:00:00
263,89,207.58,refunded,2025-12-16 00:00:00
264,153,165.14,cancelled,2025-12-16 00:00:00
265,154,243.22,cancelled,2025-12-16 00:00:00
266,140,27.11,shipped,2025-12-16 00:00:00
267,146,20.05,shipped,2025-12-16 00:00:00
268,90,30.94,shipped,2025-12-17 00:00:00
269,223,151.13,refunded,2025-12-17 00:00:00
270,39,30.4,refunded,2025-12-17 00:00:00
271,213,110.2,shipped,2025-12-17 00:00:00
272,52,8.7,placed,2025-12-17 00:00:00
273,215,26.53,shipped,2025-12-18 00:00:00
274,56,51.05,shipped,2025-12-18 00:00:00
275,100,33.21,shipped,2025-12-18 00:00:00
276,164,147.77,shipped,2025-12-18 00:00:00
277,137,121.68,shipped,2025-12-18 00:00:00
278,165,75.36,shipped,2025-12-18 00:00:00
279,230,31.65,shipped,2025-12-18 00:00:00
280,107,49.9,shipped,2025-12-18 00:00:00
281,53,116.18,refunded,2025-12-19 00:00:00
282,26,22.13,cancelled,2025-12-19 00:00:00
283,76,24.93,cancelled,2025-12-19 00:00:00
284,153,58.15,shipped,2025-12-19 00:00:00
285,91,91.17,placed,2025-12-19 00:00:00
286,129,39.3,refunded,2025-12-20 00:00:00
287,135,116.18,shipped,2025-12-20 00:00:00
288,180,60.58,placed,2025-12-21 00:00:00
289,3,24.95,shipped,2025-12-21 00:00:00
290,53,63.35,cancelled,2025-12-21 00:00:00
291,185,14.09,cancelled,2025-12-21 00:00:00
292,239,56.13,shipped,2025-12-22 00:00:00
293,28,80.78,cancelled,2025-12-22 00:00:00
294,13,52.64,shipped,2025-12-22 00:00:00
295,10,19.43,placed,2025-12-23 00:00:00
296,188,82.12,shipped,2025-12-23 00:00:00
297,136,45.73,shipped,2025-12-23 00:00:00
298,46,17.63,placed,2025-12-23 00:00:00
299,13,26.94,shipped,2025-12-23 00:00:00
300,121,19.74,shipped,2025-12-23 00:00:00
301,222,89.49,cancelled,2025-12-23 00:00:00
302,125,57.59,shipped,2025-12-24 00:00:00
303,129,13.38,placed,2025-12-24 00:00:00
304,101,52.65,shipped,2025-12-24 00:00:00
305,40,200.76,placed,2025-12-24 00:00:00
306,201,80.96,placed,2025-12-24 00:00:00
307,201,69.27,placed,2025-12-24 00:00:00
308,167,68.96,cancelled,2025-12-24 00:00:00
309,144,63.51,shipped,2025-12-25 00:00:00
310,169,28.65,shipped,2025-12-26 00:00:00
311,196,153.99,cancelled,2025-12-26 00:00:00
312,9,57.84,cancelled,2025-12-26 00:00:00
313,215,85.71,shipped,2025-12-26 00:00:00
314,199,24.71,cancelled,2025-12-26 00:00:00
315,180,35.56,refunded,2025-12-26 00:00:00
316,192,57.09,shipped,2025-12-26 00:00:00
317,156,60.79,shipped,2025-12-26 00:00:00
318,103,38.62,refunded,2025-12-26 00:00:00
319,69,39.22,cancelled,2025-12-27 00:00:00
320,157,111.07,refunded,2025-12-27 00:00:00
321,197,109.79,cancelled,2025-12-27 00:00:00
322,126,113.2,shipped,2025-12-27 00:00:00
323,155,20.76,cancelled,2025-12-27 00:00:00
324,121,40.66,shipped,2025-12-27 00:00:00
325,169,46.19,shipped,2025-12-28 00:00:00
326,232,132.88,shipped,2025-12-28 00:00:00
327,212,70.66,shipped,2025-12-28 00:00:00
328,225,34.26,shipped,2025-12-28 00:00:00
329,237,153.53,shipped,2025-12-28 00:00:00
330,238,142.28,shipped,2025-12-28 00:00:00
331,139,106.68,refunded,2025-12-29 00:00:00
332,165,48.42,shipped,2025-12-29 00:00:00
333,27,31.52,shipped,2025-12-29 00:00:00
334,178,108.79,shipped,2025-12-29 00:00:00
335,25,62.15,placed,2025-12-29 00:00:00
336,221,19.01,placed,2025-12-29 00:00:00
337,238,42.68,refunded,2025-12-29 00:00:00
338,78,66.45,shipped,2025-12-29 00:00:00
339,29,181.18,shipped,2025-12-29 00:00:00
340,62,22.18,placed,2025-12-30 00:00:00
341,187,79.48,refunded,2025-12-30 00:00:00
342,80,47.14,shipped,2025-12-30 00:00:00
343,20,28.59,cancelled,2025-12-30 00:00:00
344,232,42.97,shipped,2025-12-30 00:00:00
345,19,41.46,refunded,2025-12-30 00:00:00
346,44,31.49,shipped,2025-12-31 00:00:00
347,232,64.05,shipped,2025-12-31 00:00:00
348,44,20.26,shipped,2025-12-31 00:00:00
349,229,108.99,refunded,2025-12-31 00:00:00
350,133,67.13,placed,2025-12-31 00:00:00
351,148,49.41,refunded,2025-12-31 00:00:00
352,137,113.95,placed,2026-01-01 00:00:00
353,34,51.87,cancelled,2026-01-01 00:00:00
354,228,49.18,cancelled,2026-01-01 00:00:00
355,64,32.72,shipped,2026-01-01 00:00:00
356,53,24.39,shipped,2026-01-02 00:00:00
357,230,16.82,shipped,2026-01-02 00:00:00
358,186,98.29,refunded,2026-01-02 00:00:00
359,77,36.56,shipped,2026-01-02 00:00:00
360,114,161.23,shipped,2026-01-02 00:00:00
361,139,44.78,shipped,2026-01-02 00:00:00
362,58,44.25,shipped,2026-01-02 00:00:00
363,63,29.87,cancelled,2026-01-02 00:00:00
364,231,41.36,placed,2026-01-03 00:00:00
365,85,50.92,shipped,2026-01-03 00:00:00
366,69,26.96,shipped,2026-01-03 00:00:00
367,79,160.4,placed,2026-01-03 00:00:00
368,194,61.25,shipped,2026-01-03 00:00:00
369,73,19.66,refunded,2026-01-03 00:00:00
370,192,47.32,cancelled,2026-01-04 00:00:00
371,5,60.92,placed,2026-01-04 00:00:00
372,176,14.56,shipped,2026-01-04 00:00:00
373,34,71.02,refunded,2026-01-04 00:00:00
374,130,26.35,shipped,2026-01-04 00:00:00
375,158,54.55,placed,2026-01-04 00:00:00
376,124,23.44,placed,2026-01-04 00:00:00
377,54,42.47,refunded,2026-01-04 00:00:00
378,205,31.3,shipped,2026-01-05 00:00:00
379,101,56.58,shipped,2026-01-05 00:00:00
380,26,91.03,shipped,2026-01-05 00:00:00
381,234,12.4,refunded,2026-01-05 00:00:00
382,146,29.98,shipped,2026-01-05 00:00:00
383,180,90.85,shipped,2026-01-06 00:00:00
384,2,59.42,shipped,2026-01-06 00:00:00
385,96,37.7,cancelled,2026-01-06 00:00:00
386,143,55.07,cancelled,2026-01-06 00:00:00
387,51,41.19,shipped,2026-01-06 00:00:00
388,26,38.75,shipped,2026-01-06 00:00:00
389,78,42.91,shipped,2026-01-06 00:00:00
390,174,82.05,shipped,2026-01-06 00:00:00
391,163,21.25,cancelled,2026-01-06 00:00:00
392,143,36.27,refunded,2026-01-06 00:00:00
393,212,111.95,shipped,2026-01-07 00:00:00
394,47,73.53,shipped,2026-01-07 00:00:00
395,193,37.91,cancelled,2026-01-07 00:00:00
396,167,212.02,shipped,2026-01-07 00:00:00
397,109,20.87,shipped,2026-01-07 00:00:00
398,212,91.25,shipped,2026-01-07 00:00:00
399,151,184.95,shipped,2026-01-08 00:00:00
400,63,27.82,placed,2026-01-08 00:00:00
401,228,43.54,refunded,2026-01-08 00:00:00
402,176,107.99,shipped,2026-01-08 00:00:00
403,101,36.54,refunded,2026-01-09 00:00:00
404,136,85.19,shipped,2026-01-09 00:00:00
405,146,35.27,refunded,2026-01-09 00:00:00
406,26,34.51,shipped,2026-01-09 00:00:00
407,115,29.41,refunded,2026-01-09 00:00:00
408,51,23.31,shipped,2026-01-09 00:00:00
409,213,55.7,shipped,2026-01-10 00:00:00
410,55,100.65,shipped,2026-01-10 00:00:00
411,124,22.18,refunded,2026-01-10 00:00:00
412,60,42.87,refunded,2026-01-10 00:00:00
413,158,160.32,shipped,2026-01-10 00:00:00
414,213,113.4,shipped,2026-01-10 00:00:00
415,63,44.34,shipped,2026-01-10 00:00:00
416,6,88.88,cancelled,2026-01-11 00:00:00
417,201,220.91,shipped,2026-01-11 00:00:00
418,27,22.12,cancelled,2026-01-11 00:00:00
419,43,18.15,shipped,2026-01-11 00:00:00
420,239,33.1,placed,2026-01-11 00:00:00
421,67,49.95,shipped,2026-01-11 00:00:00
422,192,24.72,shipped,2026-01-11 00:00:00
423,134,34.92,refunded,2026-01-12 00:00:00
424,123,30.21,shipped,2026-01-12 00:00:00
425,223,28.51,placed,2026-01-12 00:00:00
426,130,30.31,refunded,2026-01-12 00:00:00
427,28,101.57,shipped,2026-01-12 00:00:00
428,231,67.6,shipped,2026-01-12 00:00:00
429,209,109.72,shipped,2026-01-12 00:00:00
430,11,34.44,placed,2026-01-12 00:00:00
431,121,97.26,cancelled,2026-01-12 00:00:00
432,154,62.58,cancelled,2026-01-13 00:00:00
433,143,18.92,refunded,2026-01-13 00:00:00
434,208,30.0,cancelled,2026-01-13 00:00:00
435,59,92.04,cancelled,2026-01-13 00:00:00
436,207,60.51,shipped,2026-01-13 00:00:00
437,27,58.25,shipped,2026-01-13 00:00:00
438,192,100.79,shipped,2026-01-13 00:00:00
439,96,78.72,shipped,2026-01-14 00:00:00
440,190,45.32,placed,2026-01-14 00:00:00
441,162,24.93,refunded,2026-01-15 00:00:00
442,146,73.58,shipped,2026-01-15 00:00:00
443,226,41.89,cancelled,2026-01-15 00:00:00
444,237,110.52,placed,2026-01-15 00:00:00
445,82,70.01,shipped,2026-01-15 00:00:00
446,132,24.71,shipped,2026-01-15 00:00:00
447,215,60.14,placed,2026-01-16 00:00:00
448,88,22.41,placed,2026-01-16 00:00:00
449,52,47.74,shipped,2026-01-16 00:00:00
450,40,50.76,shipped,2026-01-16 00:00:00
451,162,32.94,shipped,2026-01-16 00:00:00
452,236,135.49,shipped,2026-01-16 00:00:00
453,187,14.93,shipped,2026-01-17 00:00:00
454,15,137.5,placed,2026-01-17 00:00:00
455,149,54.33,shipped,2026-01-17 00:00:00
456,39,60.44,placed,2026-01-17 00:00:00
457,25,52.08,shipped,2026-01-17 00:00:00
458,56,18.26,shipped,2026-01-17 00:00:00
459,76,55.28,shipped,2026-01-17 00:00:00
460,25,6.48,shipped,2026-01-17 00:00:00
461,195,136.54,shipped,2026-01-18 00:00:00
462,126,80.88,shipped,2026-01-18 00:00:00
463,56,72.73,refunded,2026-01-18 00:00:00
464,121,150.31,placed,2026-01-18 00:00:00
465,154,17.69,shipped,2026-01-18 00:00:00
466,209,117.72,refunded,2026-01-18 00:00:00
467,150,73.62,refunded,2026-01-18 00:00:00
468,206,71.38,shipped,2026-01-18 00:00:00
469,200,36.95,cancelled,2026-01-18 00:00:00
470,225,60.02,shipped,2026-01-19 00:00:00
471,41,59.13,cancelled,2026-01-19 00:00:00
472,3,28.03,shipped,2026-01-19 00:00:00
473,40,24.16,shipped,2026-01-19 00:00:00
474,116,52.67,cancelled,2026-01-19 00:00:00
475,98,50.41,shipped,2026-01-20 00:00:00
476,229,65.42,shipped,2026-01-20 00:00:00
477,22,40.18,refunded,2026-01-20 00:00:00
478,55,46.32,shipped,2026-01-20 00:00:00
479,2,31.39,shipped,2026-01-20 00:00:00
480,225,52.24,shipped,2026-01-20 00:00:00
481,223,59.94,shipped,2026-01-21 00:00:00
482,132,6.77,shipped,2026-01-21 00:00:00
483,49,27.91,shipped,2026-01-21 00:00:00
484,46,45.75,shipped,2026-01-21 00:00:00
485,186,83.63,placed,2026-01-21 00:00:00
486,71,31.92,shipped,2026-01-21 00:00:00
487,39,36.83,shipped,2026-01-21 00:00:00
488,6,38.5,placed,2026-01-21 00:00:00
489,116,59.59,shipped,2026-01-21 00:00:00
490,143,241.97,placed,2026-01-21 00:00:00
491,236,46.71,shipped,2026-01-21 00:00:00
492,83,105.66,cancelled,2026-01-22 00:00:00
493,235,54.68,refunded,2026-01-22 00:00:00
494,62,36.86,shipped,2026-01-22 00:00:00
495,174,21.22,shipped,2026-01-22 00:00:00
496,176,237.45,shipped,2026-01-23 00:00:00
497,140,13.33,shipped,2026-01-23 00:00:00
498,131,27.7,shipped,2026-01-23 00:00:00
499,30,41.25,shipped,2026-01-23 00:00:00
500,80,98.73,refunded,2026-01-23 00:00:00
501,189,74.71,cancelled,2026-01-23 00:00:00
502,91,92.77,refunded,2026-01-23 00:00:00
503,128,69.98,shipped,2026-01-23 00:00:00
504,65,76.06,placed,2026-01-23 00:00:00
505,17,80.36,shipped,2026-01-24 00:00:00
506,37,17.67,shipped,2026-01-24 00:00:00
507,6,38.23,placed,2026-01-24 00:00:00
508,40,104.26,shipped,2026-01-24 00:00:00
509,67,57.27,shipped,2026-01-24 00:00:00
510,162,153.58,shipped,2026-01-24 00:00:00
511,189,149.25,shipped,2026-01-24 00:00:00
512,62,48.98,placed,2026-01-24 00:00:00
513,40,39.61,shipped,2026-01-24 00:00:00
514,142,37.81,cancelled,2026-01-24 00:00:00
515,203,48.82,refunded,2026-01-25 00:00:00
516,13,27.96,cancelled,2026-01-25 00:00:00
517,91,24.99,shipped,2026-01-25 00:00:00
518,134,119.03,shipped,2026-01-25 00:00:00
519,89,21.21,placed,2026-01-25 00:00:00
520,32,22.13,shipped,2026-01-25 00:00:00
521,11,28.43,shipped,2026-01-25 00:00:00
522,38,32.46,shipped,2026-01-25 00:00:00
523,113,29.61,shipped,2026-01-25 00:00:00
524,196,27.73,shipped,2026-01-25 00:00:00
525,80,92.04,shipped,2026-01-25 00:00:00
526,204,48.23,placed,2026-01-26 00:00:00
527,45,24.46,refunded,2026-01-26 00:00:00
528,218,136.91,placed,2026-01-26 00:00:00
529,192,71.62,cancelled,2026-01-26 00:00:00
530,227,124.43,shipped,2026-01-27 00:00:00
531,109,5.55,refunded,2026-01-27 00:00:00
532,31,45.83,shipped,2026-01-27 00:00:00
533,100,39.96,shipped,2026-01-27 00:00:00
534,184,156.36,shipped,2026-01-27 00:00:00
535,219,53.31,placed,2026-01-27 00:00:00
536,91,10.64,shipped,2026-01-27 00:00:00
537,143,31.99,shipped,2026-01-27 00:00:00
538,129,54.72,shipped,2026-01-27 00:00:00
539,76,56.18,shipped,2026-01-27 00:00:00
540,20,22.46,placed,2026-01-27 00:00:00
541,65,74.83,refunded,2026-01-27 00:00:00
542,142,42.81,shipped,2026-01-28 00:00:00
543,17,80.81,refunded,2026-01-28 00:00:00
544,36,82.28,shipped,2026-01-28 00:00:00
545,233,42.19,placed,2026-01-28 00:00:00
546,176,24.86,shipped,2026-01-28 00:00:00
547,125,35.83,refunded,2026-01-28 00:00:00
548,46,18.86,shipped,2026-01-28 00:00:00
549,12,79.89,shipped,2026-01-29 00:00:00
550,9,48.85,refunded,2026-01-29 00:00:00
551,173,62.06,shipped,2026-01-29 00:00:00
552,222,61.29,shipped,2026-01-29 00:00:00
553,49,38.43,shipped,2026-01-29 00:00:00
554,160,60.9,placed,2026-01-29 00:00:00
555,172,23.86,shipped,2026-01-29 00:00:00
556,12,51.74,refunded,2026-01-29 00:00:00
557,208,18.49,shipped,2026-01-29 00:00:00
558,27,16.25,shipped,2026-01-29 00:00:00
